
[2] Neutron Bomb
  30.77% | 9100 ms | vs [16] Strobing Willow
  30.77% | 800 ms | vs [56] Thirsty Thursday
  30.77% | 3000 ms | vs [57] Colorful Skies
  30.77% | 5200 ms | vs [59] Big Color
  30.54% | -3900 ms | vs [14] Star Chaser
  28.70% | -5900 ms | vs [17] Deep Ocean
  27.42% | -8000 ms | vs [13] Saturday Night Special
  27.26% | -7400 ms | vs [2] Neutron Bomb
  27.25% | -4000 ms | vs [23] City Crasher
  27.11% | 1000 ms | vs [18] Hit the Road, Jack
  23.08% | 900 ms | vs [28] Courageous!
  23.08% | -3400 ms | vs [29] Christmas Eve
  23.08% | -8800 ms | vs [48] Howling Nishiki
  23.08% | 4700 ms | vs [54] Blue Jacket
  22.47% | 3100 ms | vs [31] Naughty or Nice
  21.54% | -8300 ms | vs [53] MOAB 9S
  19.05% | 2500 ms | vs [15] Super Crackle Rainbow
  18.96% | 8900 ms | vs [47] Azurallure
  15.38% | -9400 ms | vs [24] Silver Screen
  15.38% | -3900 ms | vs [32] Evil Priest
  12.26% | -5900 ms | vs [19] High Falutin
  9.89% | 1400 ms | vs [11] Fiesta 99
  7.93% | 6800 ms | vs [51] 3 Minute Mayhem
  7.69% | -9500 ms | vs [49] No Way!
  0.00% | 0 ms | vs [4] Be All & End All

[14] Star Chaser
  44.44% | -400 ms | vs [30] Breakthrough
  44.44% | 6300 ms | vs [53] MOAB 9S
  40.55% | -6000 ms | vs [1] Turn it Loose
  40.00% | 4700 ms | vs [16] Strobing Willow
  40.00% | -4000 ms | vs [28] Courageous!
  36.23% | 2800 ms | vs [46] Azura Burst
  35.21% | -7100 ms | vs [12] Ion Blaster
  33.33% | 6000 ms | vs [3] Occupy Mars
  33.33% | -10000 ms | vs [24] Silver Screen
  33.33% | 6400 ms | vs [29] Christmas Eve
  33.33% | -5400 ms | vs [48] Howling Nishiki
  33.33% | 3600 ms | vs [52] Flourescent
  33.33% | 900 ms | vs [57] Colorful Skies
  33.33% | 100 ms | vs [59] Big Color
  33.31% | 1000 ms | vs [54] Blue Jacket
  33.12% | 3500 ms | vs [58] Wild Horses
  31.25% | -800 ms | vs [26] Color Storm
  30.77% | -3700 ms | vs [21] Peace Out
  30.54% | 3900 ms | vs [20] Hot Hot Hot
  30.00% | -8200 ms | vs [56] Thirsty Thursday
  26.89% | -2200 ms | vs [23] City Crasher
  26.67% | -8000 ms | vs [22] Colorful Whirlwind
  22.73% | -7500 ms | vs [18] Hit the Road, Jack
  22.22% | -6900 ms | vs [2] Neutron Bomb
  22.22% | -7500 ms | vs [13] Saturday Night Special
  19.26% | -3500 ms | vs [17] Deep Ocean
  19.05% | -1500 ms | vs [15] Super Crackle Rainbow
  18.35% | -3400 ms | vs [47] Azurallure
  18.18% | -3300 ms | vs [31] Naughty or Nice
  16.67% | -10000 ms | vs [32] Evil Priest
  13.33% | -1700 ms | vs [11] Fiesta 99
  13.16% | -7400 ms | vs [19] High Falutin
  11.11% | -9600 ms | vs [49] No Way!
  5.68% | -8100 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[29] Christmas Eve
  44.44% | -800 ms | vs [30] Breakthrough
  44.00% | -4400 ms | vs [59] Big Color
  39.69% | 600 ms | vs [56] Thirsty Thursday
  37.50% | 1400 ms | vs [48] Howling Nishiki
  37.50% | 3100 ms | vs [54] Blue Jacket
  37.50% | -9200 ms | vs [57] Colorful Skies
  36.62% | -5200 ms | vs [53] MOAB 9S
  36.36% | -600 ms | vs [46] Azura Burst
  35.71% | -1600 ms | vs [12] Ion Blaster
  33.33% | -6500 ms | vs [3] Occupy Mars
  33.33% | -6400 ms | vs [14] Star Chaser
  33.32% | -5400 ms | vs [22] Colorful Whirlwind
  33.25% | -3400 ms | vs [1] Turn it Loose
  32.82% | -7900 ms | vs [58] Wild Horses
  30.00% | -900 ms | vs [16] Strobing Willow
  30.00% | 3500 ms | vs [28] Courageous!
  29.40% | -5700 ms | vs [21] Peace Out
  26.69% | -2300 ms | vs [18] Hit the Road, Jack
  25.00% | -4300 ms | vs [24] Silver Screen
  25.00% | -9600 ms | vs [52] Flourescent
  23.69% | -1100 ms | vs [26] Color Storm
  23.08% | 3400 ms | vs [20] Hot Hot Hot
  21.85% | -8900 ms | vs [13] Saturday Night Special
  21.78% | -7800 ms | vs [23] City Crasher
  21.77% | -8300 ms | vs [2] Neutron Bomb
  18.87% | -9100 ms | vs [47] Azurallure
  18.05% | -2000 ms | vs [15] Super Crackle Rainbow
  16.35% | -2300 ms | vs [17] Deep Ocean
  12.92% | -2000 ms | vs [11] Fiesta 99
  12.20% | -1900 ms | vs [19] High Falutin
  9.09% | -10000 ms | vs [31] Naughty or Nice
  8.33% | -8100 ms | vs [32] Evil Priest
  4.55% | -7700 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All
  0.00% | 0 ms | vs [49] No Way!

[53] MOAB 9S
  44.44% | -6300 ms | vs [14] Star Chaser
  37.50% | 6600 ms | vs [48] Howling Nishiki
  36.62% | 5200 ms | vs [29] Christmas Eve
  36.46% | 8500 ms | vs [57] Colorful Skies
  33.33% | 4400 ms | vs [30] Breakthrough
  33.33% | 700 ms | vs [59] Big Color
  32.96% | -2700 ms | vs [52] Flourescent
  30.77% | 4700 ms | vs [21] Peace Out
  30.00% | 8300 ms | vs [16] Strobing Willow
  27.78% | 6300 ms | vs [58] Wild Horses
  27.74% | 4700 ms | vs [56] Thirsty Thursday
  27.27% | -400 ms | vs [46] Azura Burst
  25.68% | 8200 ms | vs [54] Blue Jacket
  23.96% | -2300 ms | vs [24] Silver Screen
  23.70% | 400 ms | vs [1] Turn it Loose
  22.22% | 8900 ms | vs [3] Occupy Mars
  21.54% | 8300 ms | vs [20] Hot Hot Hot
  21.43% | 2000 ms | vs [12] Ion Blaster
  19.13% | 7300 ms | vs [22] Colorful Whirlwind
  18.75% | 1800 ms | vs [26] Color Storm
  18.18% | 1500 ms | vs [23] City Crasher
  17.70% | -7800 ms | vs [31] Naughty or Nice
  17.63% | 3800 ms | vs [28] Courageous!
  16.67% | -4000 ms | vs [2] Neutron Bomb
  16.67% | -4600 ms | vs [13] Saturday Night Special
  16.67% | 4800 ms | vs [17] Deep Ocean
  16.67% | 1900 ms | vs [32] Evil Priest
  14.29% | -9400 ms | vs [49] No Way!
  13.64% | -1900 ms | vs [18] Hit the Road, Jack
  13.35% | 8100 ms | vs [15] Super Crackle Rainbow
  9.52% | 8100 ms | vs [47] Azurallure
  6.01% | 7100 ms | vs [11] Fiesta 99
  5.26% | 5500 ms | vs [19] High Falutin
  3.41% | 4700 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[12] Ion Blaster
  43.53% | -3600 ms | vs [58] Wild Horses
  42.77% | 7200 ms | vs [59] Big Color
  41.59% | -3600 ms | vs [52] Flourescent
  40.78% | -5100 ms | vs [21] Peace Out
  36.75% | -3700 ms | vs [26] Color Storm
  35.71% | -800 ms | vs [20] Hot Hot Hot
  35.71% | 1600 ms | vs [29] Christmas Eve
  35.71% | 2600 ms | vs [30] Breakthrough
  35.71% | 6600 ms | vs [57] Colorful Skies
  35.48% | 10000 ms | vs [46] Azura Burst
  35.26% | -2800 ms | vs [3] Occupy Mars
  35.21% | 7100 ms | vs [14] Star Chaser
  34.64% | 1800 ms | vs [1] Turn it Loose
  33.33% | -6400 ms | vs [22] Colorful Whirlwind
  32.73% | -8700 ms | vs [13] Saturday Night Special
  31.82% | -9400 ms | vs [23] City Crasher
  31.72% | -8100 ms | vs [2] Neutron Bomb
  28.57% | 500 ms | vs [16] Strobing Willow
  28.57% | 200 ms | vs [28] Courageous!
  28.57% | -2600 ms | vs [56] Thirsty Thursday
  28.06% | -6100 ms | vs [24] Silver Screen
  26.91% | -9400 ms | vs [15] Super Crackle Rainbow
  26.67% | 3800 ms | vs [54] Blue Jacket
  23.87% | -6800 ms | vs [17] Deep Ocean
  23.81% | -9400 ms | vs [47] Azurallure
  22.67% | -4600 ms | vs [18] Hit the Road, Jack
  21.43% | 1600 ms | vs [48] Howling Nishiki
  21.43% | -2000 ms | vs [53] MOAB 9S
  18.02% | -400 ms | vs [19] High Falutin
  14.29% | -6200 ms | vs [31] Naughty or Nice
  14.29% | -7100 ms | vs [32] Evil Priest
  13.33% | 5500 ms | vs [11] Fiesta 99
  5.67% | -2400 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All
  0.00% | 0 ms | vs [49] No Way!

[26] Color Storm
  43.08% | 700 ms | vs [21] Peace Out
  38.10% | 2300 ms | vs [58] Wild Horses
  37.94% | -3500 ms | vs [13] Saturday Night Special
  37.34% | -7200 ms | vs [15] Super Crackle Rainbow
  37.29% | 7200 ms | vs [46] Azura Burst
  37.27% | 2000 ms | vs [20] Hot Hot Hot
  37.03% | 200 ms | vs [3] Occupy Mars
  36.75% | 3700 ms | vs [12] Ion Blaster
  36.44% | -2900 ms | vs [2] Neutron Bomb
  35.31% | -1100 ms | vs [23] City Crasher
  31.25% | 800 ms | vs [14] Star Chaser
  31.25% | -1800 ms | vs [22] Colorful Whirlwind
  31.25% | 400 ms | vs [30] Breakthrough
  31.18% | -1400 ms | vs [52] Flourescent
  30.84% | -8600 ms | vs [18] Hit the Road, Jack
  30.64% | 4700 ms | vs [56] Thirsty Thursday
  29.02% | 8300 ms | vs [59] Big Color
  27.55% | -9800 ms | vs [47] Azurallure
  26.83% | -3100 ms | vs [17] Deep Ocean
  25.00% | -1500 ms | vs [1] Turn it Loose
  25.00% | 0 ms | vs [16] Strobing Willow
  25.00% | 1100 ms | vs [57] Colorful Skies
  24.90% | -2900 ms | vs [28] Courageous!
  24.36% | -8000 ms | vs [32] Evil Priest
  23.69% | 1100 ms | vs [29] Christmas Eve
  18.75% | -3600 ms | vs [24] Silver Screen
  18.75% | -800 ms | vs [31] Naughty or Nice
  18.75% | -9700 ms | vs [48] Howling Nishiki
  18.75% | -1800 ms | vs [53] MOAB 9S
  18.72% | 9100 ms | vs [54] Blue Jacket
  17.89% | -8700 ms | vs [19] High Falutin
  13.33% | -2500 ms | vs [11] Fiesta 99
  12.50% | -8600 ms | vs [49] No Way!
  9.08% | -3700 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[15] Super Crackle Rainbow
  42.58% | 2900 ms | vs [58] Wild Horses
  37.34% | 7200 ms | vs [26] Color Storm
  36.13% | -3300 ms | vs [17] Deep Ocean
  33.33% | -1600 ms | vs [21] Peace Out
  31.15% | -5000 ms | vs [18] Hit the Road, Jack
  28.57% | 7000 ms | vs [16] Strobing Willow
  28.57% | -800 ms | vs [46] Azura Burst
  28.57% | 5900 ms | vs [52] Flourescent
  28.38% | 4500 ms | vs [47] Azurallure
  27.27% | 1600 ms | vs [23] City Crasher
  26.91% | 9400 ms | vs [12] Ion Blaster
  23.81% | 9100 ms | vs [3] Occupy Mars
  23.81% | 4200 ms | vs [30] Breakthrough
  23.81% | 3600 ms | vs [56] Thirsty Thursday
  23.14% | -5400 ms | vs [2] Neutron Bomb
  22.75% | 5900 ms | vs [22] Colorful Whirlwind
  19.05% | -2900 ms | vs [13] Saturday Night Special
  19.05% | 1500 ms | vs [14] Star Chaser
  19.05% | -2500 ms | vs [20] Hot Hot Hot
  19.05% | -8300 ms | vs [48] Howling Nishiki
  19.05% | 8400 ms | vs [57] Colorful Skies
  19.05% | 9100 ms | vs [59] Big Color
  19.05% | -8200 ms | vs [49] No Way!
  18.62% | -9100 ms | vs [31] Naughty or Nice
  18.05% | 2000 ms | vs [29] Christmas Eve
  18.01% | 1300 ms | vs [1] Turn it Loose
  17.66% | -2600 ms | vs [54] Blue Jacket
  16.83% | -3800 ms | vs [24] Silver Screen
  14.55% | 1200 ms | vs [19] High Falutin
  14.29% | 9800 ms | vs [32] Evil Priest
  13.65% | 1800 ms | vs [28] Courageous!
  13.35% | -8100 ms | vs [53] MOAB 9S
  13.08% | -8800 ms | vs [11] Fiesta 99
  9.09% | 3300 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[1] Turn it Loose
  41.67% | -4300 ms | vs [48] Howling Nishiki
  40.55% | 6000 ms | vs [14] Star Chaser
  38.46% | 1900 ms | vs [21] Peace Out
  38.06% | 1800 ms | vs [58] Wild Horses
  34.64% | -1800 ms | vs [12] Ion Blaster
  33.33% | -9900 ms | vs [3] Occupy Mars
  33.33% | -1900 ms | vs [22] Colorful Whirlwind
  33.33% | 3200 ms | vs [30] Breakthrough
  33.33% | -4700 ms | vs [46] Azura Burst
  33.33% | 3500 ms | vs [52] Flourescent
  33.25% | 3400 ms | vs [29] Christmas Eve
  31.54% | 6700 ms | vs [59] Big Color
  30.77% | 1600 ms | vs [20] Hot Hot Hot
  25.00% | -5800 ms | vs [16] Strobing Willow
  25.00% | 1500 ms | vs [26] Color Storm
  25.00% | -2100 ms | vs [56] Thirsty Thursday
  25.00% | 4500 ms | vs [57] Colorful Skies
  24.18% | 1200 ms | vs [54] Blue Jacket
  23.70% | -400 ms | vs [53] MOAB 9S
  22.73% | -8400 ms | vs [18] Hit the Road, Jack
  22.49% | 3700 ms | vs [23] City Crasher
  22.22% | -6100 ms | vs [2] Neutron Bomb
  21.11% | -6800 ms | vs [13] Saturday Night Special
  20.00% | -1800 ms | vs [17] Deep Ocean
  19.05% | -900 ms | vs [47] Azurallure
  18.01% | -1300 ms | vs [15] Super Crackle Rainbow
  16.67% | 10000 ms | vs [24] Silver Screen
  16.67% | 8500 ms | vs [28] Courageous!
  16.67% | -10000 ms | vs [31] Naughty or Nice
  16.67% | -8100 ms | vs [32] Evil Priest
  9.59% | 200 ms | vs [19] High Falutin
  8.33% | -9800 ms | vs [49] No Way!
  6.82% | -4500 ms | vs [51] 3 Minute Mayhem
  6.62% | 2900 ms | vs [11] Fiesta 99
  0.00% | 0 ms | vs [4] Be All & End All

[48] Howling Nishiki
  41.67% | 4300 ms | vs [1] Turn it Loose
  37.50% | 1400 ms | vs [24] Silver Screen
  37.50% | -1400 ms | vs [29] Christmas Eve
  37.50% | -6600 ms | vs [53] MOAB 9S
  37.50% | -2900 ms | vs [54] Blue Jacket
  37.50% | 5100 ms | vs [57] Colorful Skies
  33.33% | 5400 ms | vs [14] Star Chaser
  33.33% | -2100 ms | vs [30] Breakthrough
  33.33% | 5700 ms | vs [59] Big Color
  30.77% | 9400 ms | vs [21] Peace Out
  30.00% | 9700 ms | vs [16] Strobing Willow
  30.00% | -1300 ms | vs [28] Courageous!
  30.00% | -2000 ms | vs [56] Thirsty Thursday
  27.78% | -6700 ms | vs [2] Neutron Bomb
  27.78% | -7300 ms | vs [13] Saturday Night Special
  27.27% | -2700 ms | vs [46] Azura Burst
  26.67% | 3600 ms | vs [22] Colorful Whirlwind
  25.00% | -9800 ms | vs [32] Evil Priest
  25.00% | -600 ms | vs [52] Flourescent
  25.00% | -9400 ms | vs [49] No Way!
  23.08% | 8800 ms | vs [20] Hot Hot Hot
  22.67% | 5900 ms | vs [18] Hit the Road, Jack
  22.22% | 8800 ms | vs [3] Occupy Mars
  22.22% | -300 ms | vs [58] Wild Horses
  21.43% | -1600 ms | vs [12] Ion Blaster
  20.83% | -100 ms | vs [17] Deep Ocean
  19.05% | 8300 ms | vs [15] Super Crackle Rainbow
  18.75% | 9700 ms | vs [26] Color Storm
  18.18% | 7000 ms | vs [23] City Crasher
  15.79% | -700 ms | vs [19] High Falutin
  14.29% | 9800 ms | vs [47] Azurallure
  10.00% | -200 ms | vs [11] Fiesta 99
  9.09% | 9000 ms | vs [31] Naughty or Nice
  5.68% | -700 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[18] Hit the Road, Jack
  40.59% | 3800 ms | vs [23] City Crasher
  37.48% | -7100 ms | vs [17] Deep Ocean
  31.15% | 5000 ms | vs [15] Super Crackle Rainbow
  30.96% | 5300 ms | vs [58] Wild Horses
  30.84% | 8600 ms | vs [26] Color Storm
  27.27% | -3400 ms | vs [47] Azurallure
  27.23% | 1500 ms | vs [21] Peace Out
  27.15% | -7600 ms | vs [2] Neutron Bomb
  27.11% | -1000 ms | vs [20] Hot Hot Hot
  27.04% | -8200 ms | vs [13] Saturday Night Special
  26.94% | 8100 ms | vs [22] Colorful Whirlwind
  26.69% | 2300 ms | vs [29] Christmas Eve
  26.52% | 8700 ms | vs [46] Azura Burst
  22.73% | 8400 ms | vs [1] Turn it Loose
  22.73% | 7500 ms | vs [14] Star Chaser
  22.73% | 9200 ms | vs [30] Breakthrough
  22.73% | -1600 ms | vs [52] Flourescent
  22.67% | -5900 ms | vs [48] Howling Nishiki
  22.67% | 4600 ms | vs [12] Ion Blaster
  20.98% | -1200 ms | vs [56] Thirsty Thursday
  20.68% | 5200 ms | vs [19] High Falutin
  19.33% | -3800 ms | vs [11] Fiesta 99
  18.18% | 6700 ms | vs [3] Occupy Mars
  18.18% | 3100 ms | vs [16] Strobing Willow
  18.18% | 8500 ms | vs [28] Courageous!
  17.96% | 4000 ms | vs [32] Evil Priest
  17.56% | 2900 ms | vs [57] Colorful Skies
  17.51% | 2700 ms | vs [59] Big Color
  13.64% | -9500 ms | vs [24] Silver Screen
  13.64% | 4200 ms | vs [31] Naughty or Nice
  13.64% | 1900 ms | vs [53] MOAB 9S
  13.64% | 2600 ms | vs [54] Blue Jacket
  13.64% | -5300 ms | vs [49] No Way!
  11.23% | -4600 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[23] City Crasher
  40.59% | -3800 ms | vs [18] Hit the Road, Jack
  36.72% | -1900 ms | vs [17] Deep Ocean
  36.36% | -1700 ms | vs [58] Wild Horses
  35.31% | 1100 ms | vs [26] Color Storm
  35.29% | -1200 ms | vs [13] Saturday Night Special
  33.96% | -600 ms | vs [2] Neutron Bomb
  31.82% | 9400 ms | vs [12] Ion Blaster
  31.44% | -2300 ms | vs [21] Peace Out
  31.36% | -5600 ms | vs [22] Colorful Whirlwind
  30.80% | -4100 ms | vs [47] Azurallure
  30.79% | -100 ms | vs [52] Flourescent
  27.27% | -1000 ms | vs [3] Occupy Mars
  27.27% | -1600 ms | vs [15] Super Crackle Rainbow
  27.27% | -2300 ms | vs [30] Breakthrough
  27.26% | 800 ms | vs [46] Azura Burst
  27.25% | 4000 ms | vs [20] Hot Hot Hot
  26.89% | 2200 ms | vs [14] Star Chaser
  26.73% | 4900 ms | vs [56] Thirsty Thursday
  26.67% | 6700 ms | vs [16] Strobing Willow
  22.58% | 8700 ms | vs [57] Colorful Skies
  22.49% | -3700 ms | vs [1] Turn it Loose
  22.15% | 9300 ms | vs [59] Big Color
  21.78% | 7800 ms | vs [29] Christmas Eve
  21.49% | 8600 ms | vs [28] Courageous!
  18.18% | -10000 ms | vs [24] Silver Screen
  18.18% | -7000 ms | vs [48] Howling Nishiki
  18.18% | -1500 ms | vs [53] MOAB 9S
  18.11% | -8800 ms | vs [19] High Falutin
  16.49% | -2300 ms | vs [11] Fiesta 99
  15.96% | 3500 ms | vs [54] Blue Jacket
  13.64% | 2000 ms | vs [31] Naughty or Nice
  11.27% | 400 ms | vs [51] 3 Minute Mayhem
  9.09% | -9500 ms | vs [32] Evil Priest
  4.55% | -9200 ms | vs [49] No Way!
  0.00% | 0 ms | vs [4] Be All & End All

[24] Silver Screen
  37.50% | -1400 ms | vs [48] Howling Nishiki
  33.33% | 9300 ms | vs [3] Occupy Mars
  33.33% | 10000 ms | vs [14] Star Chaser
  33.33% | 7800 ms | vs [30] Breakthrough
  33.33% | 9200 ms | vs [59] Big Color
  30.77% | 9800 ms | vs [21] Peace Out
  30.00% | 8600 ms | vs [16] Strobing Willow
  30.00% | 5200 ms | vs [56] Thirsty Thursday
  28.06% | 6100 ms | vs [12] Ion Blaster
  27.78% | 6700 ms | vs [58] Wild Horses
  25.00% | 4300 ms | vs [29] Christmas Eve
  25.00% | 0 ms | vs [52] Flourescent
  25.00% | 5700 ms | vs [57] Colorful Skies
  25.00% | -6300 ms | vs [49] No Way!
  23.96% | 2300 ms | vs [53] MOAB 9S
  21.83% | -3600 ms | vs [2] Neutron Bomb
  21.75% | 4700 ms | vs [13] Saturday Night Special
  20.00% | 9600 ms | vs [22] Colorful Whirlwind
  20.00% | 7300 ms | vs [28] Courageous!
  18.75% | 3600 ms | vs [26] Color Storm
  18.18% | 10000 ms | vs [23] City Crasher
  18.18% | 2700 ms | vs [31] Naughty or Nice
  18.18% | 3300 ms | vs [46] Azura Burst
  16.83% | 3800 ms | vs [15] Super Crackle Rainbow
  16.67% | -10000 ms | vs [1] Turn it Loose
  16.67% | 9700 ms | vs [17] Deep Ocean
  16.67% | -5200 ms | vs [32] Evil Priest
  15.38% | 9400 ms | vs [20] Hot Hot Hot
  14.29% | -3100 ms | vs [47] Azurallure
  13.64% | 9500 ms | vs [18] Hit the Road, Jack
  12.50% | 3000 ms | vs [54] Blue Jacket
  7.30% | 2700 ms | vs [19] High Falutin
  6.58% | -6900 ms | vs [11] Fiesta 99
  4.51% | 7100 ms | vs [51] 3 Minute Mayhem
  0.00% | 0 ms | vs [4] Be All & End All

[17] Deep Ocean
  37.48% | 7100 ms | vs [18] Hit the Road, Jack
  36.72% | 1900 ms | vs [23] City Crasher
  36.13% | 3300 ms | vs [15] Super Crackle Rainbow
  31.71% | -2900 ms | vs [58] Wild Horses
  28.70% | 5900 ms | vs [20] Hot Hot Hot
  28.50% | -7300 ms | vs [47] Azurallure
  26.83% | 3100 ms | vs [26] Color Storm
  26.73% | 2500 ms | vs [22] Colorful Whirlwind
  25.54% | -2100 ms | vs [19] High Falutin
  25.00% | -9600 ms | vs [2] Neutron Bomb
  24.27% | -400 ms | vs [30] Breakthrough
  23.89% | 1800 ms | vs [21] Peace Out
  23.87% | 6800 ms | vs [12] Ion Blaster
  23.75% | 6800 ms | vs [13] Saturday Night Special
  23.07% | -9500 ms | vs [11] Fiesta 99
  20.83% | 8800 ms | vs [28] Courageous!
  20.83% | 100 ms | vs [48] Howling Nishiki
  20.74% | 9200 ms | vs [52] Flourescent
  20.67% | 1400 ms | vs [16] Strobing Willow
  20.67% | 4700 ms | vs [46] Azura Burst
  20.00% | 1800 ms | vs [1] Turn it Loose
  19.63% | 5600 ms | vs [56] Thirsty Thursday
  19.26% | 3500 ms | vs [14] Star Chaser
  16.67% | -9700 ms | vs [24] Silver Screen
  16.67% | -2900 ms | vs [32] Evil Priest
  16.67% | -4800 ms | vs [53] MOAB 9S
  16.67% | 8900 ms | vs [57] Colorful Skies
  16.35% | 2300 ms | vs [29] Christmas Eve
  16.30% | -9800 ms | vs [3] Occupy Mars
  16.08% | 6700 ms | vs [49] No Way!
  15.52% | 8500 ms | vs [54] Blue Jacket
  12.50% | 2200 ms | vs [31] Naughty or Nice
  12.30% | 8000 ms | vs [59] Big Color
  9.94% | -4500 ms | vs [51] 3 Minute Mayhem
  4.17% | -4700 ms | vs [4] Be All & End All

[31] Naughty or Nice
  32.34% | -1400 ms | vs [32] Evil Priest
  27.27% | 7900 ms | vs [16] Strobing Willow
  25.00% | 3200 ms | vs [52] Flourescent
  22.47% | -3100 ms | vs [20] Hot Hot Hot
  19.05% | -9500 ms | vs [47] Azurallure
  18.75% | 800 ms | vs [26] Color Storm
  18.62% | 9100 ms | vs [15] Super Crackle Rainbow
  18.18% | 8400 ms | vs [3] Occupy Mars
  18.18% | 2600 ms | vs [4] Be All & End All
  18.18% | 3300 ms | vs [14] Star Chaser
  18.18% | -2700 ms | vs [24] Silver Screen
  18.18% | 6500 ms | vs [28] Courageous!
  18.18% | 8200 ms | vs [30] Breakthrough
  18.18% | 4600 ms | vs [46] Azura Burst
  18.18% | 6200 ms | vs [54] Blue Jacket
  18.18% | -400 ms | vs [56] Thirsty Thursday
  18.18% | 9500 ms | vs [57] Colorful Skies
  17.70% | 7800 ms | vs [53] MOAB 9S
  16.67% | 10000 ms | vs [1] Turn it Loose
  16.67% | 3800 ms | vs [2] Neutron Bomb
  16.67% | 3200 ms | vs [13] Saturday Night Special
  16.52% | 10000 ms | vs [58] Wild Horses
  15.38% | 7300 ms | vs [21] Peace Out
  14.29% | 6200 ms | vs [12] Ion Blaster
  13.64% | -4200 ms | vs [18] Hit the Road, Jack
  13.64% | -2000 ms | vs [23] City Crasher
  13.33% | 8400 ms | vs [22] Colorful Whirlwind
  12.50% | -2200 ms | vs [17] Deep Ocean
  10.32% | 2300 ms | vs [19] High Falutin
  10.00% | 8100 ms | vs [11] Fiesta 99
  9.09% | 10000 ms | vs [29] Christmas Eve
  9.09% | -9000 ms | vs [48] Howling Nishiki
  9.09% | 6400 ms | vs [59] Big Color
  9.09% | -8200 ms | vs [49] No Way!
  6.81% | -6700 ms | vs [51] 3 Minute Mayhem

[32] Evil Priest
  32.34% | 1400 ms | vs [31] Naughty or Nice
  25.00% | 9800 ms | vs [48] Howling Nishiki
  24.36% | 8000 ms | vs [26] Color Storm
  22.09% | -500 ms | vs [13] Saturday Night Special
  22.08% | 100 ms | vs [2] Neutron Bomb
  17.96% | -4000 ms | vs [18] Hit the Road, Jack
  16.67% | 8100 ms | vs [1] Turn it Loose
  16.67% | 8100 ms | vs [3] Occupy Mars
  16.67% | 7500 ms | vs [4] Be All & End All
  16.67% | 10000 ms | vs [14] Star Chaser
  16.67% | 2900 ms | vs [17] Deep Ocean
  16.67% | 5200 ms | vs [24] Silver Screen
  16.67% | 6900 ms | vs [46] Azura Burst
  16.67% | 5300 ms | vs [52] Flourescent
  16.67% | -1900 ms | vs [53] MOAB 9S
  16.67% | 7900 ms | vs [56] Thirsty Thursday
  16.67% | 0 ms | vs [58] Wild Horses
  16.67% | -9500 ms | vs [49] No Way!
  15.38% | 3900 ms | vs [20] Hot Hot Hot
  15.38% | 9000 ms | vs [21] Peace Out
  15.20% | 6700 ms | vs [28] Courageous!
  14.29% | 7100 ms | vs [12] Ion Blaster
  14.29% | -9800 ms | vs [15] Super Crackle Rainbow
  14.29% | -9400 ms | vs [47] Azurallure
  13.33% | 5400 ms | vs [22] Colorful Whirlwind
  12.37% | 2900 ms | vs [11] Fiesta 99
  9.09% | 9500 ms | vs [23] City Crasher
  8.33% | 9600 ms | vs [16] Strobing Willow
  8.33% | 8100 ms | vs [29] Christmas Eve
  8.33% | 8800 ms | vs [30] Breakthrough
  8.33% | 6400 ms | vs [54] Blue Jacket
  8.33% | 6700 ms | vs [57] Colorful Skies
  8.33% | 8500 ms | vs [59] Big Color
  7.89% | 9700 ms | vs [19] High Falutin
  5.68% | -8700 ms | vs [51] 3 Minute Mayhem

[47] Azurallure
  30.80% | 4100 ms | vs [23] City Crasher
  28.57% | -1500 ms | vs [58] Wild Horses
  28.50% | 7300 ms | vs [17] Deep Ocean
  28.38% | -4500 ms | vs [15] Super Crackle Rainbow
  27.94% | 1300 ms | vs [2] Neutron Bomb
  27.55% | 9800 ms | vs [26] Color Storm
  27.48% | 700 ms | vs [13] Saturday Night Special
  27.27% | 3400 ms | vs [18] Hit the Road, Jack
  23.81% | 9400 ms | vs [12] Ion Blaster
  23.23% | 6700 ms | vs [21] Peace Out
  22.83% | 3100 ms | vs [52] Flourescent
  22.18% | -6900 ms | vs [19] High Falutin
  19.05% | 900 ms | vs [1] Turn it Loose
  19.05% | 1200 ms | vs [22] Colorful Whirlwind
  19.05% | 9500 ms | vs [31] Naughty or Nice
  19.05% | -8200 ms | vs [56] Thirsty Thursday
  19.04% | 4100 ms | vs [46] Azura Burst
  18.96% | -8900 ms | vs [20] Hot Hot Hot
  18.92% | 1100 ms | vs [3] Occupy Mars
  18.87% | 9100 ms | vs [29] Christmas Eve
  18.57% | 9400 ms | vs [59] Big Color
